"X","L","G","Y"
-0.125945978094359,-0.600146610382621,0,0
0.0772251844829949,-0.813394802745018,0,0
-1.02748812160297,0.196136426535386,1,1
1.04445853039478,-0.56306997441337,1,1
-1.30391538046431,-0.280935820521757,1,0
0.84034192866398,1.39465088178715,1,1
-0.246364466243431,0.189524756006391,0,0
-0.361840213975735,0.550983711447867,1,1
-0.146217162319112,0.0302529998356413,1,0
0.605907897162169,0.0962602075247366,1,0
1.19264381299158,-0.360861194477175,0,1
-1.35211620567836,-1.3609302677859,0,0
-0.872146416443778,-1.0260796990385,1,0
-0.329559400517561,-1.4692784547949,1,1
1.03447718963816,-0.457658728259838,1,0
0.317111012060189,-0.743268471296551,0,1
1.10242892907961,1.39901967496723,0,1
0.420203358076286,0.749469026854392,0,0
-1.18040505881303,-0.241153748405509,0,0
0.380288309674817,0.670356842444214,0,1
-1.61992251942338,-1.68748950029449,1,0
-0.268495444964331,-0.127473820337769,0,0
0.94553133202928,1.12143075156439,0,1
1.1782592296484,0.282726174218393,1,1
0.661944871721613,0.582894920915545,1,1
-1.718123471752,-0.255333213608911,0,0
0.401850245550537,1.16897704434587,0,1
-0.00985390205475344,0.100911328157279,0,0
0.167261667731366,-0.96158353879449,0,0
1.73430370057223,-0.106827791530841,0,1
0.878305083771265,-1.04760992566448,0,1
-2.67917173586274,-1.37748771263092,0,0
-1.23094896912294,-1.9039724979558,0,0
-0.254884486125397,-0.903407728023984,0,0
-0.0701114702321242,0.0834269136041266,0,1
0.600872152555908,-1.06080878010096,0,0
1.36736342616186,0.612845559490364,0,1
1.7018679042482,1.06086670615428,1,0
-0.820607140745424,-0.909706801976739,0,0
-0.523721647101288,-0.321474408196119,1,1
-0.100096526040948,-0.644597134557322,0,0
0.754578004599002,1.77884989881622,1,0
1.53909338006419,-0.983848088092597,1,0
-0.346576634859558,-0.156370408810929,0,0
-0.923979825639817,-1.36906313912308,1,0
-0.636014369491159,-1.66723850569453,0,0
0.710159384500277,0.0725041318255085,1,0
-0.129198825664166,-0.512631912417772,0,1
-0.545340922650674,0.882803485217567,0,1
-0.0323745243166238,1.84524431413368,1,1
0.194712059964251,0.184263396824953,1,1
-1.89402728054595,-0.940183970340683,0,0
-0.690031734927739,0.152813874967159,1,0
0.696108610647544,0.14554869869706,0,1
1.54051151733526,0.819734749567978,0,1
-0.0478982051002294,-0.0632777985257928,0,1
-0.612219467243375,-0.430190821190496,0,1
-2.1087947441577,-0.382930837054957,1,0
-1.40594438482008,-0.988872916074747,0,0
2.13250417803279,0.346701775935941,1,1
-0.120461847624196,0.917937427154656,0,0
0.988724463006885,2.31805027740855,0,1
-0.225917945121266,0.408333296210038,0,0
-1.49115398769312,0.251325859612522,0,0
-0.103802645413654,-0.0941187557922622,1,1
1.53680164419686,0.914578539715399,1,1
-0.929605202567445,-0.466618538773413,0,0
-0.89546238797001,-1.04070108714305,0,0
-0.250301860588112,0.0314071636443804,0,1
0.840978828714745,0.975736568081162,1,1
0.339944001047357,-1.14018807504339,1,0
2.05832433999768,0.914622850169934,0,1
0.927668859096335,-0.991845847126979,1,1
-1.77686632342969,-1.05001739216151,0,0
-0.726852464998112,-1.03308652712655,0,1
0.0370334841514606,-0.602028990307761,0,0
-0.144457137995395,-0.690791493135088,0,0
-0.884112486533194,0.1057313179235,1,1
-0.820357669376128,-0.777179905729638,1,1
-1.0317181325508,0.511075017378999,0,1
-1.43359787650719,0.633210722945708,0,0
0.627369545458972,-1.55000341827956,0,0
-0.0126547407450417,-0.39772771926255,1,1
-2.1079877165507,-2.11384392221527,0,0
-1.88256825435253,-0.946177844785613,1,1
-2.3013411329553,-0.720755422726279,0,0
-0.178192061388877,0.0194281611493621,0,1
-1.12876179828346,0.891391158298446,1,0
-0.501878164843863,0.651860466655084,0,1
-0.00804319077415906,-0.619265075798382,0,0
-0.12699273866232,0.532324820951998,1,1
0.775202770632497,0.622737085584726,1,0
-1.21459159574174,-1.41620735829188,0,0
0.189654185032454,-0.117903375100201,1,1
-0.0735740046935217,1.09885518168686,1,1
-0.623702338114633,-0.441058692005711,0,1
-0.442965593097172,-0.177406524793098,1,0
0.217411823025253,-2.22254658492932,0,0
0.677340976264894,-0.117701444275329,1,0
0.271760625589213,0.524597145112231,1,1
0.480104869695892,0.748304526117389,0,1
0.709268005639249,1.2443711411584,1,1
0.81526589865297,-0.695263770976876,0,1
0.578446897715676,1.3706339425424,1,1
0.0921251880923569,0.891320273445629,0,0
-0.667221902595765,1.1465793595483,1,1
-0.602343771629157,0.306079638904376,1,1
-2.30052430834529,-1.87479116428912,1,0
1.27836109539621,1.00746398680283,0,1
0.862326356642172,-0.246609275981779,0,0
1.22666079024897,0.219087281668878,1,1
1.74580942088706,1.48662571038087,0,1
-1.26700333168846,-0.247929706579644,0,0
-0.807217148423381,-0.568306998254797,0,1
-0.242115625067754,0.0169284217287526,1,0
0.664026726457503,-1.41422495618445,1,1
-0.112734574618356,-0.956644400076399,1,0
-0.350339283078629,0.444613233928338,0,0
-0.771993563276924,-1.5703553748198,0,0
0.00450280780985101,-0.400332993417125,1,0
-1.65030029451737,0.544077455352955,0,0
0.306909582439112,-0.511108181113061,0,1
-0.741360693405683,1.87101058455261,0,1
-0.085981698627832,-1.01690094724181,0,0
0.436639166167806,0.0218617884656744,1,1
2.16707590158735,-0.883501093562137,1,1
1.17735175206044,1.42806475475586,1,1
0.686064651725546,-1.73470685804983,0,0
1.72794731741748,0.468350104729972,1,1
-0.0877624121572994,0.7693746255141,1,1
-1.22616931188756,-0.0951303506289872,0,0
-0.691155695639261,-1.55693544319309,1,0
-1.21531021293175,-0.888060128349103,1,0
-0.950688258086131,2.01299207999965,1,1
-2.03311222067225,-0.472611647392708,0,0
0.410528706838582,1.0521201551299,1,1
0.0783405271507493,-0.133714399427299,1,0
-0.185283490808603,-0.839059887266758,0,1
0.740043636767808,0.593184283620898,0,0
-0.912168995188322,0.608218203600613,1,0
-0.0495386485287661,0.548355329793349,1,1
1.57757032548989,-0.255258523906989,1,1
-0.40068211893879,0.424801619221861,1,1
1.99298755133686,1.62306210666413,0,1
0.0574080253360349,1.33303878251909,0,1
-0.166581471321396,0.377261772038316,0,0
1.17413892426369,0.0232388899569457,1,1
-1.20417224256982,-1.22442234665089,1,0
-0.272324859135531,-1.21639540580275,0,1
-0.154962069993041,0.384779878661718,0,1
0.976434490930503,1.75942178937105,1,1
-0.240366496749279,-0.396128654086072,0,1
-0.984015464645931,-0.229559694876585,1,1
0.0303902853654392,0.273314951762345,1,0
0.357139175307274,-0.740024946958175,1,0
0.120832777368905,1.14382446341569,0,0
-2.43031683806757,-1.55340724777448,1,0
0.679213394664624,1.18297405961553,0,1
-0.422539913971787,0.914274868872101,0,0
0.772250054272677,-0.344375584916768,1,0
-0.666672035626567,0.980118135297025,1,0
1.09251820978319,-0.44460697266086,0,0
0.938350446005798,-0.924347015440964,1,1
-0.499941870331565,0.773253513022182,1,0
0.258879806285227,0.501318050643134,1,1
0.869167983056193,0.187437253483133,0,0
-1.43210931186987,-0.810247006989108,1,0
2.58202599689062,1.39130387749693,0,1
-0.545040677853041,-1.25324628980556,0,0
-0.34041021005621,-0.0909943494538925,1,0
-0.568410320444691,1.55007488700168,0,0
-1.12915311904359,-2.88684238721806,1,0
-0.976941018331403,0.107514985854617,1,0
